time_s, gt_x, gt_y, gt_th, est_x, est_y, est_th, df, ds, dr
0.34,0,5.2731,0,0,5.2731,0,63.78,0,0
0.35,0,5.4238,0,0,5.4238,0,63.78,0,0
0.36,0,5.5744,0,0,5.5744,0,63.78,0,0
0.37,0,5.7251,0,0,5.7251,0,63.78,0,0
0.38,0,5.8758,0,0,5.8758,0,63.78,0,0
0.39,0,6.0264,0,0,6.0264,0,63.78,0,0
0.4,0,6.1771,0,0,6.1771,0,63.78,0,0
0.41,0,6.3277,0,0,6.3277,0,63.78,0,0
0.42,0,6.4784,0,0,6.4784,0,63.78,0,0
0.43,0,6.6291,0,0,6.6291,0,63.78,0,0
0.44,0,6.7797,0,0,6.7797,0,63.78,0,0
0.45,0,6.9304,0,0,6.9304,0,63.78,0,0
0.46,0,7.081,0,0,7.081,0,63.78,0,0
0.47,0,7.2317,0,0,7.2317,0,63.78,0,0
0.48,0,7.3824,0,0,7.3824,0,63.78,0,0
0.49,0,7.533,0,0,7.533,0,63.78,0,0
0.5,0,7.6837,0,0,7.6837,0,63.78,0,0
0.51,0,7.8343,0,0,7.8343,0,63.78,0,0
0.52,0,7.985,0,0,7.985,0,63.78,0,0
0.53,0,8.1357,0,0,8.1357,0,63.78,0,0
0.54,0,8.2863,0,0,8.2863,0,63.78,0,0
0.55,0,8.437,0,0,8.437,0,63.78,0,0
0.56,0,8.5876,0,0,8.5876,0,63.78,0,0
0.57,0,8.7383,0,0,8.7383,0,63.78,0,0
0.58,0,8.889,0,0,8.889,0,63.78,0,0
0.59,0,9.0396,0,0,9.0396,0,63.78,0,0
0.6,0,9.1903,0,0,9.1903,0,63.78,0,0
0.61,0,9.3409,0,0,9.3409,0,63.78,0,0
0.62,0,9.4916,0,0,9.4916,0,63.78,0,0
0.63,0,9.6423,0,0,9.6423,0,63.78,0,0
0.64,0,9.7929,0,0,9.7929,0,63.78,0,0
0.65,0,9.9436,0,0,9.9436,0,63.78,0,0
0.66,0,10.0942,0,0,10.0942,0,63.78,0,0
0.67,0,10.2449,0,0,10.2449,0,63.78,0,0
0.68,0,10.3956,0,0,10.3956,0,63.78,0,0
0.69,0,10.5462,0,0,10.5462,0,63.78,0,0
0.7,0,10.6969,0,0,10.6969,0,63.78,0,0
0.71,0,10.8475,0,0,10.8475,0,63.78,0,0
0.72,0,10.9982,0,0,10.9982,0,63.78,0,0
0.73,0,11.1489,0,0,11.1489,0,63.78,0,0
0.74,0,11.2995,0,0,11.2995,0,63.78,0,0
0.75,0,11.4502,0,0,11.4502,0,63.78,0,0
0.76,0,11.6008,0,0,11.6008,0,63.78,0,0
0.77,0,11.7515,0,0,11.7515,0,63.78,0,0
0.78,0,11.9022,0,0,11.9022,0,63.78,0,0
0.79,0,12.0528,0,0,12.0528,0,63.78,0,0
0.8,0,12.2035,0,0,12.2035,0,63.78,0,0
0.81,0,12.3541,0,0,12.3541,0,63.78,0,0
0.82,0,12.5048,0,0,12.5048,0,63.78,0,0
0.83,0,12.6555,0,0,12.6555,0,63.78,0,0
0.84,0,12.8061,0,0,12.8061,0,63.78,0,0
0.85,0,12.9568,0,0,12.9568,0,63.78,0,0
0.86,0,13.1074,0,0,13.1074,0,63.78,0,0
0.87,0,13.2581,0,0,13.2581,0,63.78,0,0
0.88,0,13.4088,0,0,13.4088,0,63.78,0,0
0.89,0,13.5594,0,0,13.5594,0,63.78,0,0
0.9,0,13.7101,0,0,13.7101,0,63.78,0,0
0.91,0,13.8607,0,0,13.8607,0,63.78,0,0
0.92,0,14.0114,0,0,14.0114,0,63.78,0,0
0.93,0,14.1621,0,0,14.1621,0,63.78,0,0
0.94,0,14.3127,0,0,14.3127,0,63.78,0,0
0.95,0,14.4634,0,0,14.4634,0,63.78,0,0
0.96,0,14.614,0,0,14.614,0,63.78,0,0
0.97,0,14.7647,0,0,14.7647,0,63.78,0,0
0.98,0,14.9154,0,0,14.9154,0,63.78,0,0
0.99,0,15.066,0,0,15.066,0,63.78,0,0
1,0,15.2167,0,0,15.2167,0,63.78,0,0
1.01,0,15.3674,0,0,15.3674,0,63.78,0,0
1.02,0,15.518,0,0,15.518,0,63.78,0,0
1.03,0,15.6687,0,0,15.6687,0,63.78,0,0
1.04,0,15.8193,0,0,15.8193,0,63.78,0,0
1.05,0,15.97,0,0,15.97,0,63.78,0,0
1.06,0,16.1207,0,0,16.1207,0,63.78,0,0
1.07,0,16.2713,0,0,16.2713,0,63.78,0,0
1.08,0,16.422,0,0,16.422,0,63.78,0,0
1.09,0,16.5726,0,0,16.5726,0,63.78,0,0
1.1,0,16.7233,0,0,16.7233,0,63.78,0,0
1.11,0,16.874,0,0,16.874,0,63.78,0,0
1.12,0,17.0246,0,0,17.0246,0,63.78,0,0
1.13,0,17.1753,0,0,17.1753,0,63.78,0,0
1.14,0,17.3259,0,0,17.3259,0,63.78,0,0
1.15,0,17.4766,0,0,17.4766,0,63.78,0,0
1.16,0,17.6273,0,0,17.6273,0,63.78,0,0
1.17,0,17.7779,0,0,17.7779,0,63.78,0,0
1.18,0,17.9286,0,0,17.9286,0,63.78,0,0
1.19,0,18.0792,0,0,18.0792,0,63.78,0,0
1.2,0,18.2299,0,0,18.2299,0,63.78,0,0
1.21,0,18.3806,0,0,18.3806,0,63.78,0,0
1.22,0,18.5312,0,0,18.5312,0,63.78,0,0
1.23,0,18.6819,0,0,18.6819,0,63.78,0,0
1.24,0,18.8325,0,0,18.8325,0,63.78,0,0
1.25,0,18.9832,0,0,18.9832,0,63.78,0,0
1.26,0,19.1339,0,0,19.1339,0,63.78,0,0
1.27,0,19.2845,0,0,19.2845,0,63.78,0,0
1.28,0,19.4352,0,0,19.4352,0,63.78,0,0
1.29,0,19.5858,0,0,19.5858,0,63.78,0,0
1.3,0,19.7365,0,0,19.7365,0,63.78,0,0
1.31,0,19.8872,0,0,19.8872,0,63.78,0,0
1.32,0,20.0378,0,0,20.0378,0,63.78,0,0
1.33,0,20.1885,0,0,20.1885,0,63.78,0,0
1.34,0,20.3391,0,0,20.3391,0,63.78,0,0
1.35,0,20.4898,0,0,20.4898,0,63.78,0,0
1.36,0,20.6405,0,0,20.6405,0,63.78,0,0
1.37,0,20.7911,0,0,20.7911,0,63.78,0,0
1.38,0,20.9418,0,0,20.9418,0,63.78,0,0
1.39,0,21.0924,0,0,21.0924,0,63.78,0,0
1.4,0,21.2431,0,0,21.2431,0,63.78,0,0
1.41,0,21.3938,0,0,21.3938,0,63.78,0,0
1.42,0,21.5444,0,0,21.5444,0,63.78,0,0
1.43,0,21.6951,0,0,21.6951,0,63.78,0,0
1.44,0,21.8457,0,0,21.8457,0,63.78,0,0
1.45,0,21.9964,0,0,21.9964,0,63.78,0,0
1.46,0,22.1471,0,0,22.1471,0,63.78,0,0
1.47,0,22.2977,0,0,22.2977,0,63.78,0,0
1.48,0,22.4484,0,0,22.4484,0,63.78,0,0
1.49,0,22.599,0,0,22.599,0,63.78,0,0
1.5,0,22.7497,0,0,22.7497,0,63.78,0,0
1.51,0,22.9004,0,0,22.9004,0,63.78,0,0
1.52,0,23.051,0,0,23.051,0,63.78,0,0
1.53,0,23.2017,0,0,23.2017,0,63.78,0,0
1.54,0,23.3523,0,0,23.3523,0,63.78,0,0
1.55,0,23.503,0,0,23.503,0,63.78,0,0
1.56,0,23.6537,0,0,23.6537,0,63.78,0,0
1.57,0,23.8043,0,0,23.8043,0,63.78,0,0
1.58,0,23.955,0,0,23.955,0,63.78,0,0
1.59,0,24.1056,0,0,24.1056,0,63.78,0,0
1.6,0,24.2563,0,0,24.2563,0,63.78,0,0
1.61,0,24.407,0,0,24.407,0,63.78,0,0
1.62,0,24.5576,0,0,24.5576,0,63.78,0,0
1.63,0,24.7083,0,0,24.7083,0,63.78,0,0
1.64,0,24.8589,0,0,24.8589,0,63.78,0,0
1.65,0,25.0096,0,0,25.0096,0,63.78,0,0
1.66,0,25.1603,0,0,25.1603,0,63.78,0,0
1.67,0,25.3109,0,0,25.3109,0,63.78,0,0
1.68,0,25.4616,0,0,25.4616,0,63.78,0,0
1.69,0,25.6123,0,0,25.6123,0,63.78,0,0
1.7,0,25.7629,0,0,25.7629,0,63.78,0,0
1.71,0,25.9136,0,0,25.9136,0,63.78,0,0
1.72,0,26.0642,0,0,26.0642,0,63.78,0,0
1.73,0,26.2149,0,0,26.2149,0,63.78,0,0
1.74,0,26.3656,0,0,26.3656,0,63.78,0,0
1.75,0,26.5162,0,0,26.5162,0,63.78,0,0
1.76,0,26.6669,0,0,26.6669,0,63.78,0,0
1.77,0,26.8175,0,0,26.8175,0,63.78,0,0
1.78,0,26.9682,0,0,26.9682,0,63.78,0,0
1.79,0,27.1189,0,0,27.1189,0,63.78,0,0
1.8,0,27.2695,0,0,27.2695,0,63.78,0,0
1.81,0,27.4202,0,0,27.4202,0,63.78,0,0
1.82,0,27.5708,0,0,27.5708,0,63.78,0,0
1.83,0,27.7215,0,0,27.7215,0,63.78,0,0
1.84,0,27.8722,0,0,27.8722,0,63.78,0,0
1.85,0,28.0228,0,0,28.0228,0,63.78,0,0
1.86,0,28.1735,0,0,28.1735,0,63.78,0,0
1.87,0,28.3241,0,0,28.3241,0,63.78,0,0
1.88,0,28.4748,0,0,28.4748,0,63.78,0,0
1.89,0,28.6255,0,0,28.6255,0,63.78,0,0
1.9,0,28.7761,0,0,28.7761,0,63.78,0,0
1.91,0,28.9268,0,0,28.9268,0,63.78,0,0
1.92,0,29.0774,0,0,29.0774,0,63.78,0,0
1.93,0,29.2281,0,0,29.2281,0,63.78,0,0
1.94,0,29.3788,0,0,29.3788,0,63.78,0,0
1.95,0,29.5294,0,0,29.5294,0,63.78,0,0
1.96,0,29.6801,0,0,29.6801,0,63.78,0,0
1.97,0,29.8307,0,0,29.8307,0,63.78,0,0
1.98,0,29.9814,0,0,29.9814,0,63.78,0,0
1.99,0,30.1321,0,0,30.1321,0,63.78,0,0
2,0.1507,30.1321,0,0.1507,30.1321,0,0,63.78,0
2.01,0.3013,30.1321,0,0.3013,30.1321,0,0,63.78,0
2.02,0.452,30.1321,0,0.452,30.1321,0,0,63.78,0
2.03,0.6026,30.1321,0,0.6026,30.1321,0,0,63.78,0
2.04,0.7533,30.1321,0,0.7533,30.1321,0,0,63.78,0
2.05,0.904,30.1321,0,0.904,30.1321,0,0,63.78,0
2.06,1.0546,30.1321,0,1.0546,30.1321,0,0,63.78,0
2.07,1.2053,30.1321,0,1.2053,30.1321,0,0,63.78,0
2.08,1.3559,30.1321,0,1.3559,30.1321,0,0,63.78,0
2.09,1.5066,30.1321,0,1.5066,30.1321,0,0,63.78,0
2.1,1.6573,30.1321,0,1.6573,30.1321,0,0,63.78,0
2.11,1.8079,30.1321,0,1.8079,30.1321,0,0,63.78,0
2.12,1.9586,30.1321,0,1.9586,30.1321,0,0,63.78,0
2.13,2.1092,30.1321,0,2.1092,30.1321,0,0,63.78,0
2.14,2.2599,30.1321,0,2.2599,30.1321,0,0,63.78,0
2.15,2.4106,30.1321,0,2.4106,30.1321,0,0,63.78,0
2.16,2.5612,30.1321,0,2.5612,30.1321,0,0,63.78,0
2.17,2.7119,30.1321,0,2.7119,30.1321,0,0,63.78,0
2.18,2.8625,30.1321,0,2.8625,30.1321,0,0,63.78,0
2.19,3.0132,30.1321,0,3.0132,30.1321,0,0,63.78,0
2.2,3.1639,30.1321,0,3.1639,30.1321,0,0,63.78,0
2.21,3.3145,30.1321,0,3.3145,30.1321,0,0,63.78,0
2.22,3.4652,30.1321,0,3.4652,30.1321,0,0,63.78,0
2.23,3.6158,30.1321,0,3.6158,30.1321,0,0,63.78,0
2.24,3.7665,30.1321,0,3.7665,30.1321,0,0,63.78,0
2.25,3.9172,30.1321,0,3.9172,30.1321,0,0,63.78,0
2.26,4.0678,30.1321,0,4.0678,30.1321,0,0,63.78,0
2.27,4.2185,30.1321,0,4.2185,30.1321,0,0,63.78,0
